"filename", "language", "C++", "Dart", "YAML", "Ini", "Properties", "XML", "Markdown", "Gradle", "CMake", "JSON", "CMake Cache", "C", "SVG", "comment", "blank", "total"
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/.cmake/api/v1/reply/index-2025-03-07T14-45-00-0346.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 1, 93
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 326, 0, 0, 0, 78, 404
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/CMakeFiles/3.22.1-g37088a8/CMakeCCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 18, 73
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/CMakeFiles/3.22.1-g37088a8/CMakeCXXCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 20, 84
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/CMakeFiles/3.22.1-g37088a8/CMakeSystem.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/CMakeFiles/3.22.1-g37088a8/CompilerIdC/CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 610, 0, 62, 132, 804
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/CMakeFiles/3.22.1-g37088a8/CompilerIdCXX/CMakeCXXCompilerId.cpp", "C++", 598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 130, 792
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/android_gradle_build.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 28
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/android_gradle_build_mini.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/cmake_install.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 9, 55
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/Debug/2o321e69/x86_64/prefab_config.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/.cmake/api/v1/reply/cache-v2-a4ea4f7ce59a02e26079.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1379, 0, 0, 0, 0, 1, 1380
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/.cmake/api/v1/reply/cmakeFiles-v1-c9aa0326c4ca84f38110.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 799, 0, 0, 0, 0, 1, 800
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/.cmake/api/v1/reply/codemodel-v2-bbdbedc0ed9c7065f606.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 1, 44
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/.cmake/api/v1/reply/directory-.-RelWithDebInfo-f5ebdc15457944623624.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/.cmake/api/v1/reply/index-2025-03-10T15-45-41-0119.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 1, 93
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 326, 0, 0, 0, 78, 404
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/CMakeFiles/3.22.1-g37088a8/CMakeCCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 18, 73
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/CMakeFiles/3.22.1-g37088a8/CMakeCXXCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 20, 84
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/CMakeFiles/3.22.1-g37088a8/CMakeSystem.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/CMakeFiles/3.22.1-g37088a8/CompilerIdC/CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 610, 0, 62, 132, 804
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/CMakeFiles/3.22.1-g37088a8/CompilerIdCXX/CMakeCXXCompilerId.cpp", "C++", 598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 130, 792
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/android_gradle_build.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 28
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/android_gradle_build_mini.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/cmake_install.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 9, 55
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/arm64-v8a/prefab_config.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/.cmake/api/v1/reply/cache-v2-e53668c2d1b8a6129a14.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1379, 0, 0, 0, 0, 1, 1380
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/.cmake/api/v1/reply/cmakeFiles-v1-1418236d8468c0ee8443.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 799, 0, 0, 0, 0, 1, 800
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/.cmake/api/v1/reply/codemodel-v2-8bec0aa7d046976311a7.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 1, 44
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/.cmake/api/v1/reply/directory-.-RelWithDebInfo-f5ebdc15457944623624.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/.cmake/api/v1/reply/index-2025-03-10T15-45-41-0339.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 1, 93
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 326, 0, 0, 0, 78, 404
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CMakeCCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 18, 73
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CMakeCXXCompiler.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 20, 84
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CMakeSystem.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CompilerIdC/CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 610, 0, 62, 132, 804
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/CMakeFiles/3.22.1-g37088a8/CompilerIdCXX/CMakeCXXCompilerId.cpp", "C++", 598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 130, 792
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/android_gradle_build.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 28
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/android_gradle_build_mini.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/cmake_install.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 9, 55
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/armeabi-v7a/prefab_config.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/x86/.cmake/api/v1/reply/cache-v2-3976d68c27cc9ab08898.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1379, 0, 0, 0, 0, 1, 1380
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/x86/.cmake/api/v1/reply/cmakeFiles-v1-f1650417fdbc09b5e658.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 799, 0, 0, 0, 0, 1, 800
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/x86/.cmake/api/v1/reply/codemodel-v2-4efd463606bb888a005e.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 1, 44
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/x86/.cmake/api/v1/reply/directory-.-RelWithDebInfo-f5ebdc15457944623624.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/home/karol/Documents/Repositories/LoRaptor/app/raptchat/android/app/.cxx/RelWithDebInfo/3z3ej4g5/x86/.cmake/api/v1/reply/index-2025-03-10T15-45-41-0497.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 1, 93
